housing_median_age,total_rooms,total_bedrooms,population,median_house_value
4,1741,225,811,500001
31,5488,1055,1938,500001
20,3212,572,1064,500001
35,1598,398,782,500000
44,2499,396,910,500001
33,3120,602,1155,500001
30,1891,364,635,500001
34,3415,779,1275,482900
36,1496,247,441,500001
41,1521,328,527,500001
40,2790,531,952,500001
37,2088,510,673,500001
37,3355,492,921,500001
25,2465,585,906,500001
23,1808,408,539,500001
38,1232,178,410,500001
37,1244,173,394,500001
36,1025,150,316,500001
36,3082,455,771,500001
21,9565,2289,3162,345400
24,1016,238,465,93800
16,3615,570,1209,392200
19,2897,413,860,500001
16,2413,559,656,350000
41,1790,361,540,500001
42,1301,280,539,500001
44,2126,423,745,500001
40,1639,352,498,500001
45,1883,419,653,500001
44,1469,312,507,500001
26,3521,455,1336,500001
4,3618,767,1326,500001
9,6163,1004,1912,500001
15,2209,275,735,500001
24,4879,756,1777,477300
26,4486,554,1598,500001
20,3442,1526,1427,106300
32,3556,521,1381,450700
26,1632,376,598,455000
28,2370,352,832,500001
26,6017,1244,2673,295400
33,3595,785,1621,265200
13,1642,423,841,226000
24,4496,877,1928,245500
32,2736,550,1279,253100
27,3310,598,1402,441100
28,2466,507,1081,339800
28,2043,430,1108,261800
30,2196,486,1131,272300
24,885,321,590,217900
30,1634,373,771,284100
17,1328,377,762,276800
37,1998,472,1030,268400
36,2017,357,850,310900
29,1652,310,832,325400
40,1958,333,876,326100
32,1901,400,946,311100
34,2479,491,1131,317900
30,2071,412,1081,335700
25,2224,580,985,268800
38,2222,542,1067,307600
24,1562,441,696,236400
32,1122,233,557,407000
37,2038,379,837,471300
39,1469,226,553,490800
35,1821,335,727,458500
27,1797,343,435,500001
32,1997,427,944,500001
35,2426,359,937,500001
18,1538,425,425,312500
33,1890,416,859,500001
34,2125,498,1052,484600
28,1765,390,832,439100
29,1496,282,463,500001
34,959,230,384,471400
27,1806,465,791,366700
37,2204,428,807,500001
25,1188,264,569,500001
20,5476,1073,2327,222100
35,2133,413,1473,215200
31,1291,356,1252,185400
18,1867,426,871,272000
24,1395,396,1478,192900
24,2539,695,1623,188700
24,1097,307,470,225000
15,1707,514,1335,177800
27,2489,481,1082,358800
27,891,183,513,381500
10,2766,732,1332,226300
17,6745,1547,2688,271600
19,1589,421,1118,213400
5,949,287,497,225000
15,1309,477,1330,182500
29,1253,375,1198,225000
24,1494,494,814,181300
28,1087,423,807,225400
25,1679,470,1314,211500
20,1391,393,856,220000
27,1283,406,1063,275000
28,3397,597,1397,244600
27,3512,472,1391,336500
26,2552,314,925,367000
16,2095,450,963,224100
15,2016,443,1015,209700
34,2141,425,1559,220100
19,2602,439,1156,263800
26,2822,473,1258,261000
25,2017,454,1024,245600
33,2664,432,1197,264200
26,4183,539,1504,374200
14,6224,1679,3148,430900
18,2043,250,702,414700
26,5831,1546,4738,213000
30,2704,426,1289,229500
16,7961,2276,5014,218400
25,7060,1159,3903,249200
26,2507,393,1333,266100
26,2905,504,1452,260300
25,639,98,311,275900
32,3058,562,1475,253500
26,5761,1326,2681,243300
14,2598,759,1584,180900
21,1708,505,1099,193800
22,3568,938,1952,161000
4,456,91,623,192600
13,9947,1675,4071,316600
4,2337,768,983,275000
8,5278,1575,2389,181300
20,5330,976,2734,233100
21,1795,406,2246,152800
36,191,42,208,157500
16,3397,686,1924,155500
13,1087,340,817,262500
17,3216,607,1916,266400
21,3648,654,2266,246000
27,1596,297,1703,184900
30,1739,359,1914,185200
20,1738,509,1403,245000
18,2135,373,1464,225800
17,5122,1544,2966,116700
24,534,88,249,240500
16,1505,358,835,205400
36,443,117,577,137500
32,2436,504,2839,182100
33,2613,562,3150,180700
31,1171,306,1690,155200
25,4343,847,3872,197800
23,2305,538,2493,183500
32,1947,355,1786,177500
38,1421,300,1236,165300
36,1910,352,1593,170000
16,4208,630,2592,260500
23,1422,260,1092,202400
24,4365,804,2663,233300
16,1917,317,1324,252000
16,1591,225,926,266300
15,539,71,287,305200
16,3113,783,1719,145700
13,1857,572,838,129200
12,4695,1110,2153,190800
15,2289,686,982,162500
31,1115,268,1369,150500
31,1194,297,1602,157700
39,3167,669,2789,165900
37,2216,497,2445,174000
37,1429,428,2089,150600
32,1461,340,1909,159100
28,1499,574,3328,115000
20,2572,732,1534,175000
22,6072,1802,4715,121400
24,1752,407,910,134600
25,1818,577,1426,112500
23,1818,522,958,131500
5,187,49,207,154200
31,1761,515,1810,173400
6,1565,599,3157,123200
15,851,297,1326,117500
19,1248,357,1214,159800
27,2311,632,2936,171400
9,525,171,1257,165300
32,691,151,926,175900
26,2589,1003,5756,170800
23,407,108,647,177400
30,2651,572,3249,182100
26,1702,456,2776,180200
31,2338,652,3289,158500
52,2411,526,2165,172500
38,2415,642,3242,165600
38,2284,511,2451,159100
34,2254,630,2984,162500
33,1308,375,2175,177400
32,2930,833,5116,164100
30,746,172,1048,166400
33,2291,594,3232,163500
36,2471,498,2594,170500
31,1205,280,1476,139200
32,1562,365,2145,158400
34,1759,353,2083,160600
28,1346,291,1575,159500
19,1566,379,1032,180400
18,1884,442,1915,166700
25,4273,965,2946,183200
26,2413,512,2867,179900
26,1324,314,1804,178500
24,2932,955,5516,111000
25,808,163,1066,173100
24,1435,494,3171,151700
32,660,145,959,159000
33,619,139,1217,154400
32,728,134,837,163900
10,1823,590,2176,151800
29,720,174,1045,151900
16,1444,446,2329,159400
31,1120,296,1718,140300
16,1243,365,1925,158900
19,2261,642,3545,148500
25,1799,557,3416,163500
6,2992,1194,3800,183300
14,5526,1916,6799,144400
18,697,255,812,162500
39,275,87,554,158000
13,1632,598,3356,137500
12,2782,1077,1968,102500
26,411,114,448,350000
37,2988,677,2354,235500
17,1768,474,1079,205300
50,1344,228,747,195400
34,3004,673,5477,187200
26,2678,702,3262,176800
32,1893,431,2245,163000
36,2656,572,2370,177200
34,2753,654,3117,170100
26,1813,421,1235,187500
31,2549,355,1044,288800
26,3141,670,1572,237400
32,2342,570,1445,195000
35,1799,343,1239,189600
34,1050,210,723,192700
52,2512,356,978,320300
37,4943,851,2164,311300
39,4159,655,1669,240300
34,3153,561,1679,205300
14,1458,423,615,218800
26,2312,525,1273,204700
16,238,51,93,215700
22,378,78,196,219400
16,4367,1161,2164,139500
33,1866,327,1053,213800
14,4412,952,1656,206500
23,5928,1204,3570,233100
26,3350,581,1314,249100
26,2110,409,1146,229600
22,6433,1174,2703,296400
30,2910,535,1270,236500
24,893,209,342,146500
25,2720,680,1559,137800
34,2660,601,1475,210200
23,3498,636,1574,252200
30,3569,551,1540,247200
19,5471,1345,2828,252800
24,2696,649,1908,216900
19,4022,975,2334,140600
23,3056,556,1508,234200
23,2542,772,1720,137000
24,845,190,482,225000
27,1270,258,809,223000
23,6114,1623,4088,183600
20,5768,1597,4853,160400
27,2655,345,1017,366800
25,2037,252,796,487200
26,2893,345,983,500001
26,2955,377,1074,500001
29,3058,488,1197,286600
33,2890,453,1300,290200
25,2365,471,1197,227800
23,3596,451,1292,451300
21,4349,553,1680,439000
25,2260,261,719,500001
6,9792,1283,3744,481500
4,8974,1268,3754,374000
19,3532,402,1200,500001
32,2308,301,967,324600
22,2956,642,1342,203200
26,4931,853,2249,285400
27,3230,449,1193,287800
27,2578,314,976,359200
33,2774,428,1229,265600
32,2053,339,835,281800
29,5436,707,2046,349500
31,4624,624,1852,334600
8,7326,884,2569,477100
13,3759,489,1496,377600
23,2775,547,1226,231400
15,3207,647,1414,165600
29,1454,236,724,218100
26,2641,633,3657,222300
30,4713,758,2271,221000
31,2016,409,1095,196000
37,2733,460,1378,235700
25,2070,513,1078,220100
34,2590,603,1658,199600
26,2577,434,1086,229200
24,3817,787,1656,248000
23,3114,610,2045,211900
25,4977,645,2061,318500
27,3589,507,1484,270500
28,4485,667,2048,274700
20,2819,319,1019,500001
17,2971,350,1180,500001
22,3173,372,1181,500001
19,3154,390,1404,431800
22,2898,335,1057,500001
19,2556,304,822,456900
26,3259,456,1354,267600
23,1100,285,940,150000
24,3550,895,2828,225600
25,2662,402,1247,244000
28,1972,315,970,234200
30,2260,345,1182,236700
46,1846,383,867,200000
52,2102,403,898,236800
31,3523,922,2660,146400
52,1963,430,1197,211000
23,3187,870,1977,212100
25,2635,660,1710,215000
16,2186,511,908,225000
40,1251,336,729,236400
34,1883,408,1227,187500
21,2713,731,1952,178800
21,2487,573,1515,168500
19,2813,567,1334,173500
30,2022,522,1196,186000
35,1683,347,1242,190400
42,1024,191,483,194500
25,2546,545,1543,219900
32,1484,295,928,190300
16,6352,1747,5085,193800
25,10336,2596,7111,197900
26,2095,280,793,271700
19,1725,392,920,159400
17,2830,502,1370,247300
26,1904,292,945,232400
23,2377,403,1101,227100
23,4388,864,2526,219400
34,1793,480,1722,153100
26,4186,767,2447,248100
32,1766,322,876,234500
34,1593,283,872,216700
40,1461,286,1322,194100
26,5574,1025,2607,244900
35,1490,251,629,222100
34,2004,331,843,230600
9,1682,291,1015,230900
24,10281,1689,4926,251200
23,6157,1129,2817,232600
35,3315,744,2425,182800
35,2984,446,1435,200800
33,3065,611,2204,211800
21,1591,298,904,179100
38,51,12,41,187500
24,1268,210,700,216200
18,3197,809,1894,140500
15,3082,536,1268,280100
10,3381,729,1584,235400
26,1499,290,755,238500
31,3301,712,1532,223800
22,3522,543,1706,241200
25,1785,248,750,266700
17,2247,705,1382,225000
26,1783,298,1048,232000
26,2435,346,1088,249400
26,3924,781,2332,223900
34,1127,185,588,224700
34,1410,214,837,213900
33,1526,237,906,225000
31,3413,764,2326,187100
35,1756,328,1026,193500
18,2036,414,1292,273000
32,1605,314,986,186200
13,1583,474,1672,201300
31,2043,468,1524,187400
33,1587,374,1159,195100
25,1234,351,507,225000
25,1781,349,918,262700
23,1678,369,912,237300
25,1928,414,961,231400
16,1545,354,730,139000
17,2395,410,1224,249200
17,4678,1065,2427,254100
17,1131,236,622,158500
38,2082,532,1592,166100
45,2019,394,1549,223000
44,1231,258,682,170100
35,932,258,1147,156700
35,1244,324,1603,175400
22,1178,289,865,180000
29,1570,482,1849,162500
27,1962,544,1492,118100
26,1888,429,1550,168600
33,2489,546,1857,178400
31,2149,465,966,183900
25,1026,288,1646,163900
36,2147,416,1011,196900
37,588,121,436,186200
23,2870,653,1680,189900
13,6963,1426,3892,203500
35,1175,191,568,189200
30,2513,476,1611,182900
36,1951,365,1254,185700
32,1378,492,1202,183700
19,1749,406,969,173400
34,1229,215,1035,180000
25,4016,831,2166,135400
28,604,207,615,182100
23,2089,377,1085,181500
33,2291,439,1187,191100
35,984,179,661,189600
45,818,147,546,170700
31,2265,537,1617,186300
34,874,153,549,186800
35,793,128,589,190200
25,2471,518,1539,191700
18,1063,209,462,219000
31,2982,547,1895,255500
16,2035,564,1118,187500
31,1252,225,714,220700
17,3506,992,2104,185800
21,2253,580,1536,204700
31,1960,380,1356,225900
24,4639,1374,3093,202300
23,1086,268,825,219600
26,1718,385,1022,196100
24,2578,580,1217,212500
18,2947,559,1820,224800
25,3434,835,1749,199000
19,1991,528,1202,252100
35,1484,252,916,191400
33,2342,475,1367,215500
17,3419,932,2460,228500
34,1038,175,578,200000
34,1290,220,867,218100
32,1133,166,523,230800
22,3310,688,1807,200900
26,2335,504,1121,205200
26,4013,985,2442,197700
30,2838,649,1758,197400
18,2067,770,870,137500
29,1194,176,474,298900
18,3418,815,1961,171400
20,812,192,494,350000
31,2421,389,1348,217800
34,1347,212,676,215400
27,1366,326,878,196900
29,2929,640,1618,213200
35,1107,207,641,216700
34,982,148,498,220800
36,1380,237,690,210900
32,1792,411,1131,186300
36,2360,405,1479,187200
29,1422,409,1057,208100
24,4735,955,2600,228600
28,2444,555,1848,198800
38,1316,263,671,220000
6,3136,990,1894,171300
30,1561,381,1104,201900
34,2160,298,852,287100
26,2811,612,1374,282500
26,1156,393,1880,350000
23,2459,689,2720,164700
9,1160,368,735,175000
17,382,86,272,212500
16,919,253,912,165400
25,1021,252,975,168100
47,504,113,375,160600
37,1039,260,719,161400
36,1072,193,639,179300
52,1514,301,855,166400
32,1855,527,2568,170800
32,1187,302,1003,166900
10,1548,506,1535,152400
32,2696,640,2330,184600
29,1444,326,1038,182900
18,1181,353,781,153100
32,1408,307,1331,179600
18,3291,587,1640,166300
34,988,173,759,205100
34,3903,717,2054,218000
17,1317,256,679,159500
21,1342,326,748,45000
22,2964,829,2639,157500
23,1368,397,1940,350000
27,2176,442,1440,212500
33,1891,334,932,238000
25,1731,482,1127,214300
34,1290,203,664,227400
26,1589,259,735,243200
28,2914,489,1500,254800
24,4602,1131,3003,172200
29,1672,267,891,231900
35,1068,190,514,208700
35,1117,181,496,224700
32,2856,622,1499,183400
32,2726,556,1513,197400
30,729,131,488,195200
35,1153,192,884,177400
34,1416,277,980,182500
35,1996,326,1409,180000
29,2176,468,1632,180400
19,1199,251,730,209400
33,1724,291,943,195200
34,1941,356,1021,183900
24,2749,498,1367,240700
33,2970,547,1869,201800
22,2642,640,1702,174700
25,1831,345,809,177100
24,3002,644,1495,202800
13,2782,605,1749,153800
17,2142,436,946,146300
18,383,94,487,162500
17,1530,404,883,196500
21,2281,557,1510,189600
23,3284,795,3257,182900
42,161,40,157,153100
46,38,8,66,162500
28,3528,816,2304,181800
18,3751,878,2281,183100
35,897,156,479,215600
26,4022,1081,2457,206300
30,2406,462,1753,180600
25,3179,639,2526,180800
33,2064,324,1384,169000
29,2470,560,1589,190500
35,2301,467,2272,167800
35,2114,341,1077,227500
35,2356,478,1659,179700
32,2161,432,1503,191400
35,2985,474,1614,225600
33,3268,641,1704,211400
18,3679,694,1820,143500
15,4273,993,2300,213000
21,2695,707,1888,213300
31,2825,546,1908,187500
34,2456,410,1289,224200
19,7399,1698,3554,173900
35,3148,597,2110,203800
22,4255,971,2901,180200
33,1984,420,1119,231300
36,2398,403,1261,221800
35,1493,267,811,218000
33,2362,394,1185,188400
34,2584,408,1233,218300
26,4115,883,2184,191000
29,1813,501,1170,214500
35,1330,201,658,229200
23,2757,734,1811,214300
34,2912,520,1625,190600
34,1654,285,905,214600
32,1219,192,634,215700
24,4179,784,1902,236500
36,2169,359,1018,231300
34,2627,468,1409,199200
36,2363,403,1240,190800
34,3592,616,2138,193400
35,1785,288,1033,190500
29,3692,969,2683,198700
26,2737,614,1877,184300
22,4417,1054,2759,170300
33,2729,549,2223,177900
28,4380,820,2187,182300
28,3614,960,3282,190300
26,4297,1037,3596,184000
35,1654,323,1065,186500
9,3553,1035,2017,133800
32,714,142,654,170800
33,2964,747,2235,175900
11,2880,745,1806,171100
40,299,68,163,166100
36,3157,582,1842,190700
26,2136,557,1528,236100
32,2296,560,1376,188500
38,1476,308,1114,181800
38,989,246,691,180900
32,4398,905,2777,222800
20,1988,424,1277,162200
25,1295,417,856,350000
22,2244,575,1543,179600
15,2081,531,1617,160900
7,2252,570,1576,169800
18,1862,399,1301,194000
22,3236,673,2034,174200
29,1518,312,1086,196900
28,1386,272,901,187500
24,1328,290,1012,189500
22,2520,556,2126,193900
14,2509,611,1814,176100
29,1829,366,1703,188000
27,2512,506,1861,184200
33,1441,337,1233,176200
24,3956,812,3196,191400
30,5268,1093,4480,186700
25,1323,208,852,237300
22,2300,539,1625,196300
19,1983,283,1098,276100
24,2027,358,1405,231400
27,1712,325,1036,183900
26,3361,722,2709,190700
32,1564,270,973,190400
24,3202,703,3308,174100
24,1380,339,1472,162800
15,2448,602,1666,141600
17,3341,803,3381,161800
21,2884,662,2613,177900
8,2325,598,1511,137500
19,1920,471,1413,147500
29,2577,445,1849,194800
35,2002,378,1726,182300
26,5556,1398,4545,190400
22,7531,1569,5254,167400
26,784,177,662,174300
23,893,223,1149,156300
32,790,199,1196,142800
8,2346,679,3842,160000
15,1206,282,677,142600
30,1654,434,1843,153000
5,639,197,666,87500
13,4620,1265,3385,186500
18,1639,491,2513,159700
15,715,214,1394,162500
24,5321,1063,4011,189300
27,3662,834,3009,179500
24,4248,840,3118,207200
24,4197,718,2468,211400
16,2768,600,1182,201200
25,1393,243,976,225200
21,3576,554,1846,271900
17,1989,411,1401,160500
24,2308,464,1101,230000
19,1967,487,1251,218800
26,1905,373,1098,229600
26,1374,234,731,224800
23,1722,316,865,273800
25,2004,349,1085,230700
18,2594,539,817,219200
24,6517,1279,3441,152100
26,3653,568,1930,260900
26,1417,264,817,230400
26,2249,344,1311,265000
27,1732,303,1115,239200
19,1028,191,340,252800
25,1611,383,554,137300
25,1799,233,810,372400
26,1787,227,639,329800
22,2785,441,1086,337400
22,3335,754,1500,197900
18,1027,206,436,211300
22,3592,527,1598,294900
20,1851,495,792,137500
16,1735,380,784,139200
18,2814,539,1439,262000
27,2097,325,1217,222500
26,1694,260,885,224200
19,1783,415,1025,230000
22,3479,455,1454,347600
19,4154,560,2130,301800
24,2991,500,1437,273400
21,3107,483,1688,288000
23,3929,559,1858,318200
19,4021,557,1872,295600
17,4461,585,2095,319500
17,1692,293,934,205800
14,5147,1182,3171,225800
17,3318,502,1520,274200
19,4328,849,2243,342600
16,6058,1715,3285,290900
19,1624,221,782,304500
20,2781,407,1242,306500
18,3695,602,1779,276500
10,2775,717,1581,158800
18,4827,718,2471,284500
24,4269,618,1954,284600
17,5781,924,2585,231900
22,3957,520,1774,350200
21,4112,580,1886,292000
16,5127,631,2142,390500
23,4417,740,1865,279300
23,2622,445,1103,289600
20,3123,441,1319,290400
17,2500,343,1242,316700
24,3451,504,1736,278000
24,3430,548,1601,264600
26,2553,405,1337,252900
25,3273,478,1645,286100
25,2017,357,1063,229400
17,1997,340,952,239200
17,3386,729,1715,213000
16,2437,438,986,247200
25,3906,660,1809,265100
22,3914,600,1871,281500
16,5143,652,2209,382100
19,5925,744,2302,333300
23,5379,684,1826,350600
26,2379,336,988,339300
25,2482,360,960,344000
24,4462,689,1943,289800
21,2030,318,910,343300
18,3603,879,1549,363100
17,2054,291,836,383900
18,3698,574,2046,269800
24,2826,547,1738,240400
28,3109,561,1891,243100
7,5664,1174,2493,264700
26,3527,547,1615,279400
17,4466,640,2166,330700
14,6090,1338,1974,180300
14,3396,477,1542,369100
17,2603,373,1265,332900
16,4508,598,2221,390800
26,1616,292,700,232100
13,2902,536,1125,447700
16,3581,780,1644,397600
19,4559,1045,1949,429200
25,4041,903,1689,442700
38,2548,646,755,408300
13,4000,883,1999,273600
18,2024,462,1047,186900
15,3141,664,1729,234600
14,3305,841,2272,216700
19,3808,790,1776,282200
12,2228,479,1122,350000
17,1692,427,903,262500
16,2809,708,1260,252900
29,1330,293,613,353100
14,3155,653,951,268800
11,3969,834,1508,271400
5,7017,935,2427,477700
12,5241,985,2048,285400
34,3712,667,1521,387800
19,4808,1029,2422,279700
18,1994,578,3031,237500
17,1600,458,1803,216700
23,5554,995,2408,331900
23,5069,770,2473,285700
22,8844,1706,4404,267800
23,4095,578,1766,302500
24,6393,1141,2743,336900
24,5203,957,2465,261000
24,7141,1330,3418,237800
24,2104,421,1181,250900
26,2236,280,809,342800
20,3182,884,1770,220800
26,1787,275,801,255700
17,2801,649,1473,134800
14,2127,537,1338,188500
18,6565,1357,3079,295600
24,3856,567,1741,302700
3,945,115,337,500001
13,4013,903,1999,248800
16,1476,294,886,216400
12,2480,858,1441,350000
24,2598,443,1184,287800
15,3244,421,1259,395300
26,1483,251,738,271400
13,5126,711,2429,437900
14,4494,1048,2222,169400
14,2673,687,1192,188900
15,1836,490,942,182500
13,4770,969,2261,295100
12,4014,868,1605,396900
32,6239,974,2615,380000
37,997,262,531,400000
15,2569,812,785,346400
43,1222,303,565,500001
44,1671,390,871,422200
24,1608,314,592,390500
33,2119,524,872,495500
31,1310,342,563,457100
32,1258,333,645,500001
24,1240,296,513,485000
32,1179,250,369,500001
19,1397,271,491,500001
17,4573,937,1619,500001
25,4150,570,1424,461600
22,4311,531,1426,500001
13,1822,313,643,401700
14,2665,331,964,500001
16,4392,602,1490,500001
14,2021,396,696,340700
25,2472,450,1301,266100
17,1875,472,900,226100
22,5416,1271,2260,174500
26,1388,409,515,62000
26,2461,562,971,87500
26,2013,551,664,67500
26,3083,806,960,68500
25,1995,637,743,46900
26,1625,440,533,58500
26,5359,1508,1829,61300
26,1967,577,692,54300
26,996,364,366,46700
27,529,159,193,71300
27,2301,640,847,67500
26,1876,455,1499,176000
30,3380,722,2269,186000
26,1382,387,1977,137500
25,2767,346,1148,316700
27,2905,587,1781,214800
26,2989,479,1596,231200
